title,date,star,text
Taux d'intérêt,2020-03-03T15:02:18Z,1,"Bonjour,Actuellement Cofidis m'applique un taux d'intérêt exorbitant à 11.42% emprunt fait en 2013 et jamais de proposition de renégociation. Pourrait-on qualifier cela de vol ?"
Bien,2020-03-03T11:40:38Z,5,Pour ma part je n'ai eu aucun problème avec cette société.Achat sur Amazon en 4xpar carte bancaire et Codifis a bien prélevé 4 fois les sommes convenues entre le 1 et le 3 de chaque mois
arnaque 2 tentatives de paiement en 4…,2020-02-26T20:35:56Z,1,arnaque 2 tentatives de paiement en 4 fois 2 refus et débiter de 2 montants par leur foutue empreinte bancaire bande de voleur
Ma conjointe à voulu faire un paiement…,2020-02-22T14:04:50Z,1,"Ma conjointe a voulu faire un paiement en 4 fois avec amazon et ces moins que rien de Cofidis ces gros trou de B.. ont foutu leur sale emprunte bancaire ce qui nous empêche de faire une autre demande ailleurs et ensuite il refuse le paiement ces gros Sa...pard !Alors faites très attention à cofidis, ils sont bêtes à manger du foin ces ânes battus et ils s'en tapent des conséquences ! Tu penses pouvoir leur faire confiance et ils te l’insèrent bien comme il faut et ça glisse tout seul croyez moi ! Si ça c'est pas des gros fumies ! Tu fais une emprunte bancaire et si il y a les fonds tu prélèves et basta ! Si non tu fais rien. Je ne comprend pas comment ils peuvent avoir l'autorisation de faire cela !! Pire que le coronavirus, la peste noire et H1N1 réuni ceux la ! A quand un vaccin contre ce virus Cofidis ! Service client de l'année... Des équipes de bras cassés !Amazon + Paiement 4 fois sans frais et ou paymens à éviter !"
Des gens qui retire ton argent de ton…,2020-02-22T09:31:47Z,1,"Des gens qui retire ton argent de ton compte , avant de refuser des paiements en plusieurs fois , et non après acceptation . Jamais vu ça.. Ensuite il te miroite une empreinte digitale ?? Mais espèce de mytho , l'argent , il n'est plus disponible sur mon compte a cause de tes magouilles . Tu appelles ta banque : Il te disent que pour eux c'est un retrait, et que lorsque l'opération seras annulé l'argent retournera sur le compte. Au final , personne a ton argent, surtout pas toi .. Ça se rejette la balle pour au final n'y trouver aucune solution a court terme. Après trois jours, je n'es toujours l'argent à la date ou ma banque m'a dit que ça serait réglé. Système d'escrocs en collusion avec tout les concernés . Pitoyable"
1 étoile car je ne peux pas mettre zéro…,2020-02-10T15:23:08Z,1,1 étoile car je ne peux pas mettre zéro ! Inadmissible on laisse les gens faire des crédits pour d'autre sans savoir si la personne est d'accord mais par contre quand on appelle pour avoir des renseignements juste savoir si le recommandé avec la preuve d'usurpation d'identité a été reçu on vous envoie promener car votre nom n'est pas sur le crédit?!!!! C'est une blague il faudrait peut être changer votre politique et veillez à ce que les gens ne fassent pas de crédit a tord !!!
Discrimination by Cofidis,2020-02-07T15:57:39Z,1,"Je ne peux mettre de note négative mais Cofidis le mériterait. J'ai essuyé plusieurs refus suite à un apiement en 4 fois sans frais sur le site Hello Fioul. Je demande la raison et les opératrices se cachent toujours derrière des règles internes. Sauf a posséder votre profil bancaire (Sans votre consentement), avoir l'age te le lieu de naissance leur suffit pour refuser ce type de paiement.Bref un service client proche du néant, qui n'apporte aucune valeur ajoutée à leur ceint sauf a étrangler ceux qui sont dans le besoin.Honte à vous. Plus de transparence serait bienvenue c'est aussi cela l'écoute client dont vous avez fait votre leitmotiv."
Bonjour après avoir fait une simulation…,2020-01-24T09:51:53Z,1,"Bonjour après avoir fait une simulation 13000e sur 48 mois avec mensualité de 240e je reçois un contrat de 60 mois mensualité 280e . J’appelle on me dis soit disant 48 mois cela ne passe pas mais 60 mois oui donc leur offre qui passe à la télévision je pense que c’est juste pour pousse les clients chez eux car 3,3% a 5,6% il y a une différence car pour 40 euro de plus de mensualité je ne vois pourquoi cela ne passe pasdonc bref grosse arnaque !!! Tout annulé car les intérêts presque le triple on comprend pourquoi il pousse à passer à 60 mois.."
Si je pouvais mettre 0 voire -1000 je…,2020-01-17T10:14:15Z,1,"Si je pouvais mettre 0 voire -1000 je l'aurais certainement fait. Dès qu'il y a un changement de carte bancaire tous les paiement sont refusés et votre dossier est renvoyé directement vers une société de recouvrement qui ajoutent des frais de pénalité. De plus, le numéro soit disant pour contacter Cofidis renvoie directement vers cette société de recouvrement qui n'ont aucune solution et qui sont incompétents. Ne commandez jamais JAMAIS si cofidis est lié au paiement. Ils sont nuls, le service est nul et sont de véritables escros sur pattes. Impossible de contacter le SAV et impossible de trouver une solution hormis d'attendre patiemment que la société de recouvrement m'appelle et me dise de payer et la bizarrement mon paiement passera sans soucis. NE LEUR FAITES PAS CONFIANCE"
c’est pas possible de mettre 0 étoile dommage,2020-01-10T12:05:46Z,1,"Je suis obligé de mettre 1 étoile je pourrais je mètrerais 0.Bien réfléchir avant d’emprunter avec eux.Je vais vous parler de mon cas j’ai fait un 4 fois sans frais avec Amazon, sauf qu’en cour de route je perd ma carte bancaire du coup le service client ne cherche en aucun cas à trouver une solution, j’étais à l’étranger au moment où je reçois un mail ils n’ont rien attendu directement chez les huissiers.Pourtant je ne suis pas fiché nul part et eux pour une somme de 100 ( que je pouvais payer direct) huissier.C’est la dernière fois que je fais appel à leur service j’irais chez c discount ils font le 4 fois sans frais avec cetelem j’ai jamais eu le moindre problème avec eux."
COFIDIS un organisme bas de gamme,2020-01-07T18:36:29Z,1,"Attention, je pense que Cofidis se conduit comme un organisme bas de gamme qui est incapable de régler un problème mais qui peut vous harceler au téléphone en vous imputant la responsabilité du problème qu'il génère.Surtout ne pas souscrire un prêt auprès de leurs services."
Entreprise à fuir...,2020-01-03T10:14:05Z,1,"Entreprise à fuir...Il vous refuse des paiements en plusieurs fois sans raisons alors que la somme y est. Service client qui n'est pas habilité à vous donner des informations, des supérieurs toujours absents. Et en plus des paiements refusés, leur ""empreinte"" débite notre plafond... NUL !!"
Des volssi vous avez un accident d,2019-12-18T13:00:54Z,1,D'inhumain vous avez un accident de la vie il vous renvoie à l huissier et les taux je n en parle pas allez dans votre banquese sera mieuxtout ces organismes puis a gogo sont des voleurs
Pour avoir un remboursement da…,2019-12-18T08:58:29Z,1,"Pour avoir un remboursement da Cofidis,je attendu un moi...."
COFIDIS est une arnaque,2019-12-05T12:36:59Z,1,"COFIDIS est une arnaque, ils sont la uniquement pour récupérer toutes vos données personnelles"
Ils sont des voleurs,2019-12-04T16:30:14Z,1,"Ils sont des voleurs, essayez de faire un achat à payer en 4 fois et ils me l'ont refusé, mais ils m'ont facturé deux fois les frais initiaux et ils m'ont donné des excuses pour ne pas me rendre l'argent, ils sont très malhonnêtes."
Je fais une commande sur le site de…,2019-12-04T14:09:16Z,1,"Je fais une commande sur le site de Rakuten, qui propose en payement 4 fois Cofidis (malheureusement). J'ai eu 3 refus, que je comprend pas, alors que je viens de finir un payement 4 fois avec une plus grosse somme sans problème.J'ai même pas d'explication quand je demande, et la somme est débité de mon compte bancaire, ce qui'ils appellent une empreinte, et disent que je serais remboursé dans les plus brefs délai, sauf que là ça fait déjà 20jours, et rien de nouveau !Dommage que Rakuten propose Cofidis pour les paiement 4 fois.. je préfère commander chez Cdiscount, c'est plus facile !(si vous avez d'autres site qui proposent le payement en 4fois merci de me les proposer)"
Cofidis c'est de la....,2019-11-21T22:05:15Z,1,"Cofidis c'est de la.... , j'ai renvoyé un produit commandé sur Rakuten paiement en 4 fois, il m'ont pris la première échéance jusque là pas de soucis sauf qu'entre temps j'ai renvoyé le produit, ils me disent qu'ils vont me rembourser très vite, chose qui a été faite, sauf qu'ils ont prélevé la deuxième échéance et qu'ils nient totalement en disant que c'est une empreinte bancaire, sauf que mon banquier lui me confirme que la somme a bien été prélevé... J'envoie des mails, je les appelle mais ils ne veulent rien savoir politique de l'autruche total.... Ce sont des charlatans à fuire de toute urgence !!!! Ce sont des abrutis fini !!!"
Je ne recommande pas.,2019-11-15T20:13:39Z,1,Je prends 8% de frais sans être averti que ma mensualité a été rejetée. J'aurais pu évité ces 8%. Donc je ne ferais plus de 4 fois paiement.
COFIDIS & COMFORIUM arnaque en groupe,2019-11-14T17:06:02Z,1,ATTENTIONnous avons acheté un meuble sur le site de comforium (arnaque organisé) et pour faire cela nous avons utilisé le système de paiement en 3 fois de Cofidis.Sauf que l'entreprise ne livre jamais les meubles et aujourd'hui que nous avons eu l'annulation de la commande ni COFIDIS ni COMFORIUM ne veulent nous rembourser et COFIDIS nous menace de poursuite pour impayé si nous bloquons le prélèvementAu final pas de meuble et pas de pognonMerci COFIDIS pour ce beau rêveLéa Fernandez & Lorenzo Pirolli
Refuse toute mes demande de paiement …,2019-11-12T21:59:38Z,1,"Refuse toute mes demande de paiementen quatre fois, alors que sa fonctionne avec d'autre. Le pire, c'est que sur un site qui a toujours accepter mes paiement en 4 fois, avec cofidis sa vient une nouvelle fois de m’être refuser! Ce qui fait qu'en plus du refus, je dois attendre quelque jours qu'il me rembourse..."
Malhonnêtes et service client déplorable,2019-11-12T14:30:12Z,1,"Après un achat en 4 fois sans frais sur Amazon, je me retrouve à devoir payer 8% supplémentaires sur ma 3ème mensualité, pour la pure et simple raison qu'ils n'ont pas pu me prélever en temps et en heure, du fait d'un changement de carte bancaire.Ils ne vous avertissent pas (pour ne pas vous permettre de payer dans les temps), mais ils transmettent directement votre dossier à des huissiers, avec qui il est impossible de négocier.Pour une pénalité d'un peu moins de 5€ je ne vais pas en souffrir beaucoup, mais c'est plus cette pratique malhonnête qui m'exaspère.Aucun geste commercial n'est possible pour (pourtant) une si petite somme : les conseillers vous répondent avec les beaux messages pré-enregistrés inutiles. Un service client déplorable !!Je ne suis pas prêt à faire de nouveau appel à vos services !"
Service client qui laisse à désirer,2019-11-12T09:51:15Z,2,"Service client qui laisse à désirer. Pour des demandes de rachat et regroupement de crédit ils vont être très long à se décider. Dommage, Être vigilant en passant par leur structure car c’est bien souvent une perte de temps. À réfléchir."
Une honte,2019-11-06T14:17:08Z,1,"Une honte, jamais eu de problème avec eux sur 4 crédits, par contre si vous avez le malheur d'opposer votre carte car utilisation frauduleuse au moment de l'échéance, alors on vous ponctionne 8% en plus !!! Dès que j'ai reçu ma carte (10j à peu près) je suis aller changer ma carte sur l'espace client et ait payé et j'ai du m'acquitter des 8%. J'appelle le service client pour un geste et qu'on m'annule ces frais pour le prochain prélèvement et aucune possibilité de le faire RIEN. Après avoir été redirigé 3x puis demande d'envoie de mail. MERCI la perte de temps !! meilleur service client mon C** !!!! Des gros menteurs du jamais vu, ils perdront plus sur le long terme car c'est sur je ne reprendrais jamais de crédit chez eux !!!!!!! FUYEZ"
Je ne comprends pas comment Cofidis a…,2019-11-05T19:38:12Z,1,"Je ne comprends pas comment Cofidis a été élu ""meilleur service client de l'année"" !Ils refusent de répondre aux demandes par mail concernant un point précis, ils vous raccrochent au nez, ils prélèvent sur votre compte mais ne vérifient pas que vous êtes bien le propriétaire de la carte bancaire pour un prélèvement en 3 fois sans frais, ils travaillent avec Comforium qui arnaque ses clients, ils refusent ensuite de vous donner des informations d'où est parti votre argent alors que le vendeur ne vous a jamais livré et a gardé votre argent, et j'en passe. Non vraiment je ne comprends pas !"
COFIDIS ET NON REMBOURSEMENT,2019-11-05T19:09:35Z,1,"825900233Apres une mise en demeure envoyée à Comforium pour non livraison depuis le 15/01/2019 , et demande de remboursement , je contacte COFIDIS , partenaire de paiement en 3 fois qui me reponds hier : ""Pour le moment, le site marchand ne nous a toujours pas communiqué l'annulation de cette commande.Sans son intervention, nous ne pouvons procéder au remboursement de vos prélèvements.Sachez que Cofidis ne gère que la partie financière de votre achat, il vous appartient de contacter le service client du site marchand afin d'avoir de plus amples renseignements suite à l'annulation de votre achat.Rassurez-vous, dès que notre partenaire aura fait le nécessaire, nous rembourserons le trop-perçu sur votre carte bancaire (les prélèvements à venir seront annulés).Je reste à votre disposition et vous souhaite un bon après-midi."" Je leur fournit donc en reponse la preuve d'annulation receptionnée par Comforium et , moins de 24h apres voici la réponse de COFIDIS : ""Je vous informe que Cofidis ne travaille plus en partenariat avec Conforium.Il convient donc de vous rapprocher directement de l'enseigne pour obtenir des réponses à vos questions.Je reste à votre disposition et vous souhaite une bonne fin de journée ""C'est a dire que , des que je leur ai fournit la preuve de l'annulation ( qu'ils devaient deja avoir ..) , ils reviennent sur leurs engagements . .. Ils sont forts !!! ils ne remboursent pas suite à une commande non livrée malgré leurs engagements"
fuyez ! credit à 15 % pour réparations dangereuses et défectueuses dans un garage FEU VERT,2019-10-30T07:26:23Z,1,"financent le garage FEU VERT de pontault combault, qui fait des réparations dangereuses et gonflent les factures des clients, trouvent des pannes non réels, ayant des méthodes d' escrocs,financent directement ce garage malhonnête, DANS LES GARAGE, vous ""offrent un crédit à 15 %!!!COFIDIS complice du garage, depuis des mois, des clients sortent de ce garage, avec des réparations défectueuses, voir dangereuses, financés par COFIDIS directement dans ce garage d' escrots malhonètes"
Service déplorable et incompréhensif. Fuyez !,2019-10-25T15:42:32Z,1,"Wow, vraiment service déplorable. Paiement en plusieurs fois sur Amazon refusé pour des raisons que personne ne comprend. Après 2 tentatives de paiement en plusieurs fois je me rends compte que l'argent est quand même débité de mon compte bancaire. (Ce qui ne devrait pas être, puisque premièrement le paiement à été refusé) Je me rends sur le site de cofidis pour prendre contact, j'ai sélectionné l'option via ""Chat avec un conseiller"" la dame m'écrit qu'il n y a pas de soucis à ce faire et qu'il s'agit ici seulement d'une empreinte bancaire et que l'argent sera de retour sur mon compte bancaire entre 24 et 72 heures. Plusieurs jours après, toujours cette empreinte bancaire sur mon compte. Je retourne sur le site pour prendre contact avec un nouveau conseiller, celui-ci me dit que l'argent sera de retour sur mon compte et que cela prend de 8 à 10 jours. Je suis donc dans l'incertitude de revoir un jour mon argent puisque cofidis même ne sais pas quels sont les délais des annulations des empreintes bancaires. De plus argent débité de mon compte pour des raisons non apparentes. La part du contrat avec Amazon n'est pas remplie puisque la plus part des avis de cofidis sont négatif et globalement évoquent les services paiement en plusieurs fois d'Amazon proposé par cofidis, et je suppose par la même occasion que la majorité des paiement en plusieurs fois sont refusés. Vraiment pire choix d'Amazon pour les paiement en plusieurs fois. Service incompétent. Fuyez cofidis. Ne jamais recourir aux paiements en plusieurs fois sur Amazon, à moins que vous ne souhaitiez vous retrouver avec des surprises."
Perte de temps au téléphone après une…,2019-10-21T09:25:18Z,1,"Perte de temps au téléphone après une simple simulation...En création d'un nouveau projet professionnel, je cherchais un petit financement pour démarrer. Etant en instance de divorce j'était réticent à demander un prêt à un organisme de crédit, d'ailleurs la plupart les refusent dans ce cas. J'explique donc la chose à mon interlocuteur d'emblé en lui disant qu'on ne va pas perdre de temps à monter un dossier ou une demande qui sera de toutes façons refusée. Il se renseigne et me réponds que vu ma situation et mon salaire cela doit être accepté. Je poursuis donc, répond à toute les questions pour monter le dossier, 15mn au téléphone, pour au final.... avoir un refus, SANS EXPLIQUER POURQUOI, pour un crédit que j'aillais rembourser 200€/mois...(salaire de 2300 € / moi, CDI depuis 10 ans, pas de crédit ou de rempboursement en cours...).J'imagine que les démarcheurs doivent avoir un nombre de dossier à monter dans la journée, peu importe la situation, ils le font...Donc perte de temps de 15mn, comme je voulais l'éviter dès le début de l'entretient.A éviter donc."
Bonjour je dois deux retard de paiement…,2019-10-11T23:11:11Z,5,Bonjour je dois deux retard de paiement à cofidis et je crois que je suis au recouvrement ou contentieux quand je vais sur mon espace client on me dit que je suis en règle et genre jappui sur régler je peux pas alors qu'au tel on me dit que j'ai deux mensualités en retard pouvez vous m'aidez à trouver le pourquoi merci
Cofidis = vendeur de rêve,2019-10-11T15:06:14Z,1,"Et encore parce que je dois toucher une étoile.. sinon je déconseille à tout le monde. Ils font tous escroquer le max de sous, au début on est content d'avoir le prêt mais c'est juste un avant goût des problèmes.. ne vous laissez pas avoir vraiment 1 conseil de quelqu'un qu'on aura pas 2 fois"
Une arnaque parmis temps d'autre !,2019-09-29T17:02:47Z,1,
Paiement refusé et prélèvement,2019-09-25T02:28:27Z,1,"Je vais pour payer en 3x une PS4 PRO à valeur de 95€ par moi et le paiement est refusé alors que je dispose des fonds nécessaires à l'achat, de plus Cofidis me prend les 95€ alors que le paiement ne marche pas, je ne dispose donc plus de mon argent, que faire s'il vous plaît..?"
Merci infiniment à cofidis,2019-08-26T15:24:50Z,5,Merci infiniment à cofidis Ce sont les seult qui ont ete la pour moi en cas de besoinDossier très vite traité argent virée rapidementJe recommanderez cofidis à mes proche sans hésitezContinuez et ne changez rien vous êtes aun top
DES bandes d'Oordure je ne devait plus,2019-08-18T08:55:33Z,1,DES bandes de déchets je ne devait plus que 1500 euros c'est bandes de grosse Meerde mon mis en justice et maintenant on me saisi sur mon salaire et je doit leurs rembourser 5700 euros des vrai tas de MEERDE
Zéro,2019-08-17T06:28:42Z,1,"Et encore parce qu'il n'y a pas de note négative ! Demande de financement le 22/6/2019 pour achat Amazon de 405,88€,acceptation du crédit puis refus 3 jours après !!Le 25/6 j'annule une partie de la commande 348€ auprès du vendeur Market place, me reste à régler 51,89€.Mic Mac lamentable de la Market place d'Amazon et de Cofidis. Mais prélèvement de Cofidis le 5/8 +2 mensualités pour un total de 101,89??Et ni Amazon qui a des vendeurs Market place à la limite de l'escroquerie: cartouche d'encre jamais livrée payée le 30/6 et remboursée plus d'1 mois et demi après, vélo refus du vendeur d'annuler la commande puis acceptation mais veut garder les 49€de frais d'1 livraison prévue le 6/7 mais retard de livraison, mais tout compte fait garde 59€ du vol pur et simple !J'ai perdu des heures à essayer de régler le problème en coups de téléphone et courriels, à ce jour les 59€(annoncés remboursés le 8/8 puis le 15) ne me sont toujours pas remboursés !!Geste commercial de 10€d'Amazon , pour un problème qui remonte au 25/06/2019,on est loin des 14 jours après la rétractation de ma commande !! Lamentable tant de Cofidis que d'Amazon (qui ne publie pas les avis négatifs)"
Achat amazon en 4 fois refusé sans…,2019-08-07T17:33:50Z,1,Achat amazon en 4 fois refusé sans aucune raison ah si en les appelant j ai eu une personne hyper désagréable qui ose dire genre ont prête de l argent a qui ont veux une honte a fuire
Refus sans raison 4x Amazon,2019-08-07T10:26:14Z,1,Refus sans raison apparente en 4x sur le site Amazon.Alors que c'est votre fonction.Même en appelant on en apprend pas plus donc vous êtes inutile car vous ne remplissez pas la fonction pour laquelle vous avez un partenariat avec Amazon.
Spécialiste du crédit en ligne,2019-08-04T10:54:53Z,5,"C'est Cofidis ""Le Meilleur "" Spécialiste du Crédit, dossier traiter rapidement et argent envoyé sous 48h.Je recommande.Merci Cofidis"
Crédit cloturè mais .....,2019-08-04T08:17:15Z,1,"J'ai soldé mon crédit et cela fait trois mois que je me retrouve avec des frais à payer qui viennent de je ne sais où...... intérêts,retard de paiement de ces frais puisque j'ai bloqué les prélèvementset ce mois ci de nouveau une somme à payer alors que le crédit est cloturècela n'en finit plus je confirme service client incompétent qui se noie dans des explications sordides et incompréhensibles et qui maintient ses positions jusqu'au bout, avec en plus non respect du client... vous devez payer.... pointorganisme de crédit à fuir ......... ennuis en perspective"
j' ai emprunté 300 euros et après 5…,2019-07-27T14:14:53Z,1,j' ai emprunté 300 euros et après 5 paiements de 71.50 il me réclame encore un 6 eme !! ça ferait 429 euros à payer !! donc un taux à 43%grosse arnaque ou tente de voler les clients !
Une honte,2019-07-26T21:36:40Z,1,"Une honte, je vais les mettre en justice. On me ballade et me raconte n'importe quoi à chaque appel. Cela fait plus de 3 mois qu'il doivent me rembourser mon achat qui a était annulé par rue du commerce suite à livraison non conforme. Il devait me rembourser sous 5 jours ouvré sur ma CB soit fin Avril nous somme bientôt début Aout et on me raconte n'importe quoi à chaque appel. Un coup c'est "" je vous fait le remboursement sous 48 heure"", un coup c'est ""il est en attente"", un coup ""je vois avec la compta et vous rappel"", aucun rappel. J'en suis à 10 appels maintenant c'est lettre recommandé avec AR je ne vais pas les lâcher."
C'est des voleurs,2019-07-26T19:24:29Z,1,"Suite adeux achats sur Amazon j'avais 2 remboursements prévus .J'ai perdu ma carte bleu j'ai contacté le 03 28 77 68 37Estelle de l'équipe clientèle qui m'a répondu par: Pas de soucis je laisse une note et quand vous récuperez votre nouvelle carte bleu vous nous contactez .Ce a quoi j'ai répondu ne commencez pas a me facturer des frais...Le 1r prélèvement de 19,92e en date du 27/06/2019 n'as pas pu être honoréLe 2e prélèvementde8,39e en date du 26/06/2019 n'as pas pu être honoréLe 1/07/2019 je téléphhone au service clientèle pour mettre a jours ma carte bleu on me répond (impossible vous êtes en recouvrement il faut rappeler dans 3 jours) et cela 5 jours aprés mes payements refusés et cela sans en avoir été averti par quel moyen que ce soit.Le 03/07/2010 donc ces fameux attendez 3 jours Je reçois un commandement de payer de la part d'Huissiers .Avec bien sur des frais.Alors pour terminer ils ne sont pas dans la légalité des condition de leur contrat a savoir me mettre en recouvrement après 5 jours d'impayé et sans m'en avertirLe service ce Monsieur a même eu le culot de me dire ""c'est bizarre que vous n'ayez pas reçu de texto"" alors que c'est automatique ce Monsieur ma pris pour un stupide ou un novice et je n'ais pas aimé vraiment."
Suivi client mauvais et de mauvaise…,2019-07-25T09:47:54Z,1,"Suivi client mauvais et de mauvaise foi. Cela fait trois fois qu'on me balade . Je demande un dupplicata de contrat et l'on m'assure à chaque fois qu'on me.l'envoie par mail.Pour finir, au troisième appel, on.m'annonce qu'on me l'envoie par courrier, qu'il faudra attendre quelques jours!Exprimant mon mécontentement, la personne au bout du fil me dit qu'«ellen'a pas à entendre mes commentaires la dessus»!!!"
J'ai 500 euros sur mon compte je veux…,2019-07-23T01:28:15Z,1,J'ai 500 euros sur mon compte je veux payer en 4x à hauteur de 53.33 euros par mois et cofidis refuse le payment pire me débite je sais même pas si je vais être remboursé...
Passe leurs temps a vous harceler par…,2019-07-15T10:47:05Z,1,"Passe leurs temps a vous harceler par téléphone, pour vous vendre des assurances et autres choses."
Service non respect du client,2019-07-13T06:51:56Z,1,"En réalité, c'est un -1000000 nv étoiles qu'ils méritent. Service déplorable aucune compréhension du client. Ne faites pas de demande de crédit chez Amazon à part si vous ne tenez pas à votre santé mentale. En gros, fuyez, pauvres fous !C'est honteux !!!!!"
"Des menteurs,ils tendent une carotte et vous l'enlève à 1cm de la bouche",2019-07-12T15:47:11Z,1,"Cofidis n'est q'une bande de mythos, j'ai fait une demande pour 5000€ avec un 1er avis favorable, une semaine après je consulte le suivi de ma demande, toujours rien.J'appelle pour savoir si ils ont bien reçu mon dossier (envoyé par courrier) complet et signé, ils me disent qu'ils vont le traiter sous 48h. Jusque là ok, j'attend donc deux jours et je reçois un coup de fil d'une de leur agents du service acceptation qui me dit que je dois renvoyer les photos de ma pièce d'identité et celle de ma fiche paie car elles sont un peu flou, mais m'explique que je n'ai pas à m'en faire c'est juste que sur la pièce d'identité on voit mal la date de naissance et sur la fiche de paie le nom de mon employeur est coupé et on voit pas toute l'adresse mais que la demande à été accepté et que le virement sera fait ce jour même,. Du coup je reprend des photos, cette fois ci nickel, j'attend 5 minutes je la rappelle pour savoir si les photos conviennent et là, elle me dit que finalement après réflexion elle à décider de refuser ma demande et de revenir dans 6 mois...Mais quelle c****sse, menteuse, je lui ait dis que c'était horrible de faire ça, de faire espérer les gens comme ça, bien sûr la raison je ne l'est pas reçu. je suis dégoûter, ils se prennent vraiment pour Dieu ces gens là, de jouer avec les sentiments, les nerfs et les espoirs des gens.Sans voiture depuis un mois après un accident, j'ai été heureux et soulagé l'espace de 5 minutes grâce à ces chiens de Cofidis....C'est honteux ."
Service déplorable aucune compréhension…,2019-07-11T10:09:24Z,1,Service déplorable aucune compréhension du client.
Le paiement en plusieurs fois ne…,2019-06-30T22:30:46Z,1,"Le paiement en plusieurs fois ne fonctionne pas avec ma carte master card mosaiq, j'ai pourtant largement de quoi payer, c'est honteux !"
Pas croyable impossible de payer en 4…,2019-06-22T12:02:43Z,1,"Pas croyable impossible de payer en 4 fois sur Amazon, alors que j'aiaucun soucis financier. On me prélève deux fois sans raison.Très incompréhensible."
Service client incompétent et méprisant,2019-06-11T18:34:27Z,1,"En réalité, c'est un -100 nv étoiles qu'ils méritent. La semaine dernière, mon fils majeur fait une demande de 4 fois sans frais sur mon compte Amazon avec sa carte bancaire. Après vérification, rien n'apparaît au niveau des commandes chez Amazon par contre Cofidis a bien réalisé l'empreinte bancaire. On patiente un peu... Hier, l'empreinte y est toujours. La commande n'apparaît toujours pas pour Amazon qui ne peuvent pas me fournir donc de n°de commande. Je téléphone à Cofidis qui demande à parler au titulaire du compte ( donc mon fils) je leur réponds qu'il est mineur. La femme me rétorque qu'il a 19 ans. OK ! Sauf que je ne lui ai pas donné de nom ni de numéro de compte ni rien.... Tout ce que je lui ai expliqué c'est la situation. Déjà ça, c'est assez mystérieux. Je précise que je n'ai aucun crédit chez eux. Les seuls qui ont accès à mon numéro de portable c'est Amazon....Je leur passe mon fils auxquels ils s'appliquent à lui expliquer ce qu'est une empreinte bancaire pendant 15 mn. Oui, c'est bien, sauf que l'empreinte bancaire ça fait bientôt une semaine qu'elle y est avec une commande fantôme sur Amazon. Excédé par leur jargon bancaire (exprès !) il me repasse l'appel. Je leur demande un n° de transaction. Ils ne l'ont pas. Le compte client de mon fils. Pas non plus. Aucun numéro se rapportant à cette transaction bancaire me sera communiqué. Comment enlever cette empreinte ? Retournez-vous sur votre banque. Ma banque me dit que cette demande d'empreinte n'est pas de leur ressort mais celle de Cofidis. Cofidis se défend en me demandant un numéro de commande que je n'ai pas puisque rien n'apparaît sur le site marchand. Ils nous accuse alors d'avoir annulé la commande. Ce qui est impossible vu que cette commande n'est jms apparu sur mon compte client Amazon. Et ils recommencent avec leurs explications bancaires sur l'empreinte comme si au bout de la dixième fois, on n'avait pas compris. Mon fils, en attendant, n'a pas accès à son argent qui est bloqué par eux. Ils me rétorquent que j'ai déjà fait une demande à mon nom propre de 4 fois sans frais chez eux par le biais d'Amazon et qu'il n'y eu aucun problème. Oui, sauf, que la commande est apparu sur le site. Qu'elle a été décliné par leur service 1 heure après et que mon argent a été débloqué dans la foulée. Bon, par contre ça éclairci le mystère de divination de la dame en ce qui concerne les infos qu'elle avait alors qu'elle n'avait accès qu'au n°de portable mais c'était il y a plus d'un an.... Ils me disent aussi qu'ils n'acceptent pas les comptes Nickel, je leur rétorque que dans ce cas et comme ils ont fait dans mon cas, ils doivent refuser la demande aussi sec et retirer de suite l'empreinte bancaire. Ils n'ont jamais refusé cette demande de 4 fois sans frais. Cet après midi, je reçois un mail de leur part avec un numéro client qui me paraît bizarre m'informant que suite à mon achat de 0.00 euros (!!!!) chez Amazon, je bénéficie des 4 fois sans frais chez Cofidis (????). Je sais pas si je dois en rire ou en pleurer. Actuellement, l'empreinte bancaire y est toujours.... Ne faites pas de demande de crédit chez Amazon à part si vous ne tenez pas à votre santé mentale. En gros, fuyez, pauvres fous !"
Si on pouvait mettre zéro,2019-06-10T09:56:03Z,1,"Si on pouvait mettre zéro, je l'aurais fait. Ils me refusent un paiement 4x alors que j'ai plus qu'il n'en faut. Et quand on les appelle, ils ne sont pas capable même de savoir la raison pour laquelle il y a refus. J'invite les sites commerçants à ne pas passer par eux et utiliser d'autres services. En plus du refus, votre plafond est impacté. Évitez le plus possible d'utiliser ce service."
Rakuten Payement cb en 4×,2019-06-01T06:45:03Z,1,"Rakuten Payement cb en 4×Après avoir prévenu cofidis et avoir fait le nécessaire pour le changement de carte bleu visa avec une opératrice en ligne.On a continuer de faire comme si j'étais en impayé puis on m'a proposé de régler en ligne sur le site cofidis et cela a plusieurs repris.Rakuten et Cofidis sont les seuls qui m ont causé de faux problèmes résolus en temps et en heure.Avec les autres sites,aucun soucis c'est bien geréon peut faire confiance.A ceci s ajoute 7 euros de frais sur chaque payements.Plus jamais je retournerai chez Rakuten avec Cofidis pour un payement en 4X.Je retourne sur mes site habituels."
A fuir,2019-05-23T08:34:14Z,1,A fuir credit toujours refuser je comprends pas
