title,date,star,text
Je recomande,2019-10-16T10:38:51Z,5,Depuis l'ouverture chez Orange bank jamais de sous is particulier chez euxAu contraire j'ai pris la carte premium qui marche à merveille J'en suis ravi et je recommande
Attention à fuir d'urgence,2019-09-16T12:33:57Z,1,"Attention à fuir d'urgence, cela fait plus de 8 mois que je suis chez Orange Bank, j'ai eu deux trois soucis mais rien de grave jusqu'à aujourd'hui ou on m'annonce qu'il ne savent pas ou est mon chèque ils ont du me le renvoyer ( chèque de plus de 2 000 euros ) je l'ai envoyé de base en lettre rapide suivi, le conseillé me dit qu'ils l'ont envoyé en lettre simple !!!!!!!!!!!!!Bien-sûr il m'annonce que je dois me débrouiller et qu'il ne peuvent rien faire.Je vous conseille donc vraiment de ne pas aller dans cette banque d'incapable"
Ouverture de compte orange Bank,2019-09-07T10:19:03Z,1,"J'ai ouvert un compte chez eux depuis le mois de mars au début sa aller, bon c'est sur que c'est pas la même chose que les banques normales, compliquer d'avoir un conseiller au téléphone, impossible d'avoir une réponse par mail ou alors sa met du temps bref c'est l'horreur. On leurs demande des renseignements ils sont incapables de répondre ils connaissent rien. Je regrette vraiment d'avoir ouvert ce compte et vivement que je le ferme et a mon avis sa va être compliquer."
J’ai fait un chèque pour acheter une…,2019-09-05T15:23:50Z,1,"J’ai fait un chèque pour acheter une moto, encaissé mais la provision n’était pas encore arrivée. J’ai fait deux virements pour remplacer ce chèque, mais je n’ai pas pu récupérer ce chèque. Malgré le fait que Orange bank sait à 99% que ces virements correspondent à ce chèque et bien ils veulent soit le chèque, soit un écrit de celui à qui était destiné le chèque, chose que je ne peux pas obtenir car cela s’est mal passé avec ce vendeur. Et bien orange bank ne fait même pas l’effort de savoir sur quel compte a été rejeté le chèque . Ainsi ils pourraient avoir le nom du titulaire du compte. Mais non, ils préfèrent que je sois fiché aux incidents de paiement pour 5 ans. C’est lamentable, de l’incompétence. Orange bank se moque des gens. J’espère qu’ils vont perdre beaucoup d’argent."
Arnaque Banque Orange,2019-08-21T15:44:27Z,5,"Bonjour. Hier soir à 19h30 j ai effectué 2 virements de 575 € chacun soit 1150€ sur ma CB orange, et ils n apparaissent toujours pas sur mon compte à ce jour, alors que ces sommes ont bien été débités . La réponse d'Orange: c est normal car il y a eu un bug et il ne savent pas où recréditer ces sommes. Après insistance de ma part, il me réponde que je dois patienter encore 5 jours et que le conseillé à d autres clients à gérer. Je crois rêver. Cette société n est pas sérieuse, il ce moque du monde. Il est certain que pour une société qui gagne des millions d euros, que 1150€ ne sont que des miettes. Quant à moi je ne sais comment je vais pouvoir payer mes factures et autres car je ne dispose pas et plus de mon argent sur aucun de mes comptes. Je vous conseil de ne pas y aller, j avais lu des avis négatifs et j aurai dû en tenir compte. Fuyez cette banque"
"Résiliation non prise en compte , ils continues de m'envoyer des intérêts",2019-08-16T13:08:30Z,1,J'ai résilié mon compte dont je n'ai plus l'utilité depuis plusieurs mois mais cette opération n'est toujours pas prise en compte et Orange Bank applique encore des intérêts débiteurs. J'ai fait un virement de pour régler ces intérêts mais je reçois à nouveau des courriers pour de nouveaux intérêts . tout en sachant qu'ils ont bien pris en compte ma résiliation . ARNAQUE je vous déconseille cette banque
"Une ""banque"", vraiment ?",2019-08-12T12:12:27Z,2,"J'ai essayé de faire d'Orange Bank ma banque principale, avec une carte Premium. Mais encore faudrait-il que ça soit une ""banque"" digne ce nom. J'ai en effet, en à peine quelques mois :- vu ma CB bloquée pour une raison assez douteuse- perdu l'accès à mes virements permanents, qui ont continué à être exécutés- été incapable de recevoir ou d'être prélevé par la MGEN et d'autres entreprisesOrange Bank a reconnu des dysfonctionnements en me versant un dédommagement de 40€.Je n'aborde pas l'application digne des années 2010, lente, pas ergonomique et perclue de bugs – on a beau les faire remonter, ils ne sont jamais résolus. Et en cas de mises à jour, l'application est carrément bloquée pendant plusieurs heures. Comment Revolut, N26 ou Bunq parviennent-ils à mettre à jour leur application simplement et efficacement, et pas Orange Bank ?J'ai également ouvert et fermé mon livret. J'ai voulu le réouvrir, mais on m'a dit que c'était impossible. Pardon ?Je n'ose imaginer l'organisation interne sans doute catastrophique pour arriver à un résultat, pardon, aussi pathétique.Je mets deux étoiles pour deux raisons :- le service client sur Twitter est sympathique, bien qu'ils font ce qu'ils peuvent- les assurances de la carte Premium sont vraiment très bonne – c'est d'ailleurs en grande partie pour ça que j'ai tenté l'expérience chez eux"
Actuellement propriétaire d'un compte…,2019-08-03T14:59:46Z,1,Actuellement propriétaire d'un compte je dois dire ne plus jamais vouloir à faire à cette banque. Frais de gestion astronomique. On rembourse son micro découvert le temps que le remboursement arrive (il doit certainement passer par un espace temps différent le temps d'arriver) hop nouveau frais de decouvert à payer.JE DÉCONSEILLE TRÈS FORTEMENT sa's compter le robot qui comprends 1 fois sur 3 voire plus les demandes
Top et en progrès régulier,2019-08-02T07:34:47Z,5,"Top, rien à dire depuis les quelques difficultés du début"
Excellent Service client 5/5,2019-07-26T12:19:17Z,5,"Excellent Service client ! Très compréhensif, Réponse très rapide, voir immédiate Une banque au top, enfin ! :)De plus, les services proposé via l'application android ou ios, sont géniaux.Possibilité de faire un virement entre amis, en quelques clicsLe solde est instantané, ce qui est une des raisons pour lesquelles je suis venu chez Orange bank. Je recommande sans hésitation5/5."
Problème inhérent à toutes ces…,2019-07-24T20:22:11Z,2,"Problème inhérent à toutes ces applications 99% en ligne. De gros bugs, et d'énormes difficultés pour les résoudre. L'assistant virtuel est imbuvable et les sois disant ""experts"" ne valent guère mieux. Mon compte a été débité deux fois pour la même opération, mon compte est virtuellement à découvert et ma carte bancaire bloquée. Après réclamation, Orange m'annonce une régularisation sous 14 jours sans aucune excuse. Je vous recommande de ne pas utiliser cette application. A vos risques et PÉRILS"
Une banque mobile comme orange c'est un…,2019-07-23T20:37:50Z,1,Une banque mobile comme orange c'est un probleme sa fait 15 jours j' ai envoyer un cheque aucune reponse de leur part aucune nouvelle c'est juste 10.000euros j'imagine pas si c'etait 100e et il mon quand meme mis a decouvert et pourtant depuis l'ouverture a ce jour ils ont etait incapable de m'envoyer ma carte et la je suis en espagne mon tel ne resoit pas les sms donc plus aucun acces a mon espace client et aucune attention ou reponse de leur part je regrette mon choix c'est n'importe quoi orange Bank du grand n'importe quoi...Jai recus un seul mail depuis l'ouverture se mail etait agressif limite
décue par orange bank,2019-07-23T08:48:34Z,1,
Très satisfaite,2019-07-21T22:42:24Z,5,Aucun problème. L’appli fonctionne très bien. Ultra pratique pour les virements par sms. Et au moins on sait exactement ce que l’on a ou pas sur son compte immédiatement.
Très satisfait quelques problèmes mais au top,2019-07-21T18:14:12Z,5,Très satisfait quelques problèmes mais réglé rapidement avec un service client au top
Très satisfaite,2019-07-21T09:46:08Z,5,"Je suis cliente Orange Bank depuis le début et je peux dire que, pour une banque digitale, les services sont multiples, le service client est au top je recommande vraiment !!"
Client depuis la 1ère heure,2019-07-21T09:38:41Z,5,"Client depuis la 1ère heure, j'ai apprécié son offre, sa facilité d'utilisation et son cout . C'est une banque en ligne donc pas le même attendu que pour ma banque physique (pas les même frais non plus)le seul bémol c'est le traitement des remises de chèques un peu long mais j'avais été prévenu...le cheque va disparaitre grâce au virement par sms qui fonctionne très bien . lorsque je lis les commentaire négatifs je me rends compte que ces personnes ne sont pas faite pour du 100% digital, alors clôturez votre compte et retournez à la poste ;-)"
service client inexistant,2019-07-21T09:03:12Z,1,"service client inexistant. une année pour reparer un soucis avec l'appli. gestion via réseaux sociaux en retard de quelques années.appli lente, passez votre chemin"
Client d'Orange Bank depuis le début,2019-07-21T08:32:46Z,5,"Client d'Orange Bank depuis le début, j'en ai fait ma banque principale, j'ai vu l'application et le service client s'améliorer au fil du temps pour être aujourd'hui à la hauteur des ambitions de cette banque. Je recommande fortement."
Très satisfaite d'Orange Bank,2019-07-21T08:12:37Z,5,"Aucun problème rencontré, paiement mobile très pratique, pas de frais de tenue de compte."
Service au top,2019-07-21T07:01:34Z,5,"Service au top ,l’application très simple et rapide.Les virements par SMS c’est très pratique"
Super banque 100% mobile,2019-07-21T06:58:26Z,5,"Super banque 100% mobile. Aucun problèmes. Opération en direct, possibilité de bloquer et débloquer la carte si besoin. Paiement sans contact avec mon mobile : génial ! J’ai déjà appelé le service client ils sont hyper réactif. Perso j’ai tout passé chez eux : C’est vraiment gratuit, pas comme les autres banques qui prélèvent des frais sans raisons."
Une banque moderne au TOP !,2019-07-21T06:48:43Z,5,"Client depuis le début, aucun soucis. Application réactive, délais de traitement des virement en 2-3 jours. Banque gratuite et prime de bienvenue de 80€ + 40€ si client Orange. Foncez 👍😊"
O surprise,2019-07-19T17:39:47Z,1,"O surprise: je suis client sans le savoir !! déjà c'est un exploit. J'ai reçu un courrier m'informant de détail quand à la connexion sur leur site, Tout en me précisant que, en tant que client Groupama ..bla bla........ Surpris et en colère de me découvrir client d'une banque sans en avoir fait les démarches, j'ai envoyé un mail pour demander la cloture de ce compte ouvert à mon insu. Impossible il me faut fournir un courrier ou il y a mon nom et ma signature !! que nenni, ils n'ont eu besoin d'aucun documents de ma part, ils n'en auront pas plus besoin pour la cloture. Je saisi la CNIL et le Procureur de la République avec une plainte."
excellente bank,2019-07-05T04:58:34Z,5,"Très satisfait, 🍊 orange banke est ma banque principale. Je recommande fortement"
Prenez la prime de bienvenue et barrez-vous !,2019-06-20T15:28:56Z,1,"Service inexistant : vos demandes de tous ordres, y compris réclamations ou clôtures de compte, se font en ligne sur leur site et peuvent rester en suspens des mois, voire des années dans être traitées, ou alors elles sont classées « traitées » un beau jour sans que vous n’ayez été avisé d’une quelconque action ni solution. Si vous êtes client, priez pour qu’aucun problème ne vous arrive car si c’est le cas, PERSONNE ne s’en occupera. Banque ultramoderne = gérée à 100% par un robot informatique (au fonctionnement Inefficace et ridicule)."
La peinture est toujours aussi fraîche,2019-06-09T10:18:07Z,2,"Client depuis le début, j'ai accepté volontiers que le démarrage soit un peu poussif. Mais après 18 mois, je renonce (si la banque me laisse partir...). Dans le désordre j. Ai eu droit à des chèques qui prennent 3 semaines à être encaissés, des virements qui peuvent mettre 10 jours à arriver sur un autre compte, un tchatbot agaçant qui ne répond que dans le vide, des ""experts"" Orange Bank qui ne servent pas à grand chose, des demandes en ligne non traitées au bout de deux mois, un passage à la carte premium qui s'est accompagné d'une baisse des plafonds, un paiement mobile qui marche sur IOS mais devient instable sur Android, et cerise sur le gâteau une demande de clôture de compte refusée au motif que le compte serait débiteur de 43€ alors qu'il est créditeur de 1100€.Bref une banque en qui on ne peut certainement pas se fier."
Nul à fuir,2019-05-29T18:42:51Z,1,"Nul, à fuir, très déçu"
De parfaits incompétents pour l'octroi…,2019-05-29T18:34:29Z,1,De parfaits incompétents pour l'octroi d'un prêt.Incapables de retenir le loyer à titre de charges sans déduire le montabt des charges locatives.Tous les autres organismes bancaires ne retiennent que le loyer seul.Consternant.Des taux attractifs pour attirer ne chaland mais ça s'arrête là.Je vais voir ailleurs
Tout à commencé pour valider mes pièces…,2019-05-29T10:22:07Z,1,"Tout à commencé pour valider mes pièces justificatives, horrible ! Je ne serais dire combien de tentatives j'ai dû faire.Après validation de mes pièces justificatives, on doit faire un premier versement.Et la catastrophe, ma validation de paiement est un succès mais l'application de dit qu'il y a un pb de connexion internet.Je refais la procédure, succès de mon paiement, mais de nouveau le même message.J'appelle le service client qui ne vois pas de trace de mes 2 versements de 50e et m'informe que suite à vérification mon versement de 100e est parti sur un compte et que je vais devoir effectuer à nouveau la création du compte.Bref la Catastrophe !Perte de temps et d'argent !Surtout pas orange bank...."
Dommage que je ne puisse mettre 0.,2019-05-10T07:34:50Z,1,Dommage que je ne puisse mettre 0.L'application sur mobile est défectueuse d'après le service client. Le montant de mon compte indiqué sur l'application est faux ce qui m'a engendré des frais.Il m'a fallu 2 mois pour clôturer mon compte en banque. 6 contacts avec le service client. Armez vous de patience !
Un crédit surtout pas chez eux.,2019-05-03T12:51:49Z,1,"Pour prendre un crédit chez orange bank, on me demande de fournir des documents. 10 jours après les avoir fournies cela ne convient plus. Outre le fait de la perte de temps. Si vous êtes en arrêt maladie orange bank ne vous fera pas de crédit. Passé votre chemin."
A FUIR DE TOUTE URGENCE,2019-04-12T11:33:42Z,1,"A FUIR DE TOUTE URGENCEj'ai déposé un chèque de 5000€ depuis 11 jours toujours pas crédité , donc carte bloqué je ne fais plus de chèque de peur d'être interdit bancaire , contacte téléphonique on me dit qu'ils sont dans leurs droit il cela peut aller jusqu'à 60 jours .lamentable désastreux , il me dise que tant que la banque de l'émetteur du chèque ne donne pas de réponse rien ne bougeramais à c'est à eux de se bouger banque de nul nul changer de métier SVP"
Banque incompétente à fuir !,2019-04-11T19:12:18Z,1,"Bonjour.1 semaine que le compte (créditeur je précise) de ma conjointe est bloqué. Plus de paiement par carte et mobile possible. Nous ne savons pas pourquoi ! Nous avons contacté leur fameux « expert » Orange Bank par tchat qui a le culot de nous dire qu’il connaissait le motif mais qu’il ne pouvait pas nous le communiquer ! On croit rêver ! Ce monsieur nous a ensuite dit qu’un courrier était d’ailleurs parti... courrier en recommandé qui est bloqué à la Poste car... nous travaillons la journée et la Poste ferme à 17h30. Bref nous attendons le week-end avec impatience pour aller le chercher et connaitre le motif du blocage. J’ai d’ailleurs eu il y a quelques temps de cela un gros souci avec eux (j’ai aussi un compte !) où je me suis retrouvé totalement à découvert à cause d’un bug informatique. Plus de carte et plus de paiement mobile pendant 3/4 jours. Pas d’excuse, pas de dédommagement ! Vous passez juste pour un imbécile à la caisse avec votre carte refusée. Un comble ! Nous allons résilier dès que possible. A fuir !"
NULLISSIME,2019-04-04T15:39:24Z,1,"Demande ouverture de compte : okdocuments : Okvirement pour ouverture de compte fait et là on me demande par mail 3 jours après de refaire un virement, et là on me demande par sms 5 jours après de refaire un virement !Je veux donc contacter orange bank, je cherche sur leur site un N° de téléphone : impossible à trouver.Sur google deuxième ligne de recherche je trouve 01 85 76 55 18surtout ne pas faire car on vous met en relation avec orange bank mais ça vous coûte 23 euros!!!question : pourquoipour contacter orange bank faut-il payer 23 euros? Finalement pour 23 EUROS j'ai le ""service client"".On me répond ""tout se fait en ligne"" ok mais dans ce cas il faut que la procédure soit 100% fiable sinon ....mettez un N° ou on peut joindre orange bank.un conseil FUYEZ Orange Bank"
N en faites surtout pas votre banque…,2019-04-02T06:57:21Z,2,"N en faites surtout pas votre banque principale, service client inexistant,en principe ouvert de 8h à 20h. J essaie depuis 24h de les contacter : à 8h45 pas encore ouvert et à 18h déjà fermé ! Impossible de réaliser des achats avec ma cb qui pourtant ne semble pas bloquée sur mon espace client. Seul intérêt l offre de bienvenue, alléchant mais je comprends pourquoi maintenant !"
Fuyez!!!!,2019-03-29T03:30:15Z,1,Plus d 1 mois que j'ai déposé un chèque sur mon compte et toujours pas crédité...et pour eux c'est normal...
Très mauvaise expérience avec Orange…,2019-03-26T10:07:03Z,1,"Très mauvaise expérience avec Orange Bank. Dommage ça avait bien commencé mais je déconseille à présent fortement cette banque en ligne. J’ai effectué un plein de gazole pour 50 € le 4 mars courant. Immédiatement, caution bancaire prélevée de 150 € soi-disant en attendant le prélèvement effectif du montant dû. À ce jour soit le 26 mars, si les 50 € ont été prélevés sans problème, le montant de la caution de 150 € a impacté le crédit de mon compte et j’attends encore que cette caution soit levée !"
Une banque qui ne s'occupe aucunement…,2019-03-25T14:37:49Z,1,"Une banque qui ne s'occupe aucunement de ses clients. Je me suis rendu compte que je n'ai jamais reçu le relevé de compte du mois de janvier 2019. J'ai utilise l'appli pour en faire la demande. Une semaine plus tard ma demande est clôturée sans aucune information ni réponse. J'essaie leur interface de chat - aucune réponse après 20 min d'attente. J'essaie d'appeler, on vous fait attendre 7 min puis on décroche. Je viens de demander la cloture de mon compte. En terme de néobanque il y a tellement mieux."
Fuyez !,2019-03-20T10:55:42Z,1,"Fuyez ! En moins d'un an, des tas d'incidents sur mon compte relevant de leur incompétence, par de dédommagement... Par ailleurs, ils sont injoignables, vous devez faire des demandes en ligne en cas de problème, et ils classent vos demandes en ""traitée"" alors qu'ils n'ont strictement rien fait (5 fois pour ma part ils ont fait ça). Il manque des relevés bancaires, impossible de voir le détails de mes comptes de certains mois (on passe de novembre à janvier, où est le mois de décembre ? Et d'ailleurs, quand je télécharge le relevé de janvier, c'est le détail du mois de décembre.... donc du coup où est le mois de janvier ?). Ne parlons pas de la fois où je me suis retrouvée avec un découvert de 800 euros alors que j'étais à 500km de chez moi, alors que je n'avais JAMAIS été à découvert de ma vie... ce fût un long périple pour comprendre ce qu'il se passait (et impossible pour moi de payer quoi que ce soit, super !), pour finir par comprendre qu'ils ont un problème sur leurs fichiers comptables et que des tas de clients ont le même problème. Et devinez ce qu'ils m'ont répondu ? Pas de dédommagement ! Donc 3 jours sans moyen de paiement, seule à 500km de chez moi, autant vous dire que j'étais ravie !Service client inexistant, c'est vraiment la pire ""banque"" que j'ai jamais vu de ma vie, et encore si on peut appeler ça une banque...Ma carte ne passe dans AUCUNE station essence, pourtant j'ai de quoi faire 100 fois le plein... Evidemment quand vous faites une demande, personne ne répond et la demande est classée ""traitée"" alors que vous n'avez pas eu de réponse....Je n'ai qu'une hâte, partir de cette banque ! C'est en cours mais visiblement ils sont un poil lent chez orange bank... ce qui n'est pas vraiment surprenant vu mon expérience chez eux ! Ne vous laissez pas berner par leur offre alléchante, c'est une véritable arnaque..."
NUL NUL et NUL !!,2019-03-17T17:42:33Z,1,NUL NUL et NUL !!! FUYEZ... DE VÉRITABLES VOLEURS!!! INACCEPTABLE !!!J ai souhaité m inscrire sur Orange Bank en ouvrant un compte début janvier afin de bénéficier d une offre de 2x80euros. Lors de mon inscription leur site internet à rencontré un problème me débitant ainsi 2x50 euros. Depuis le 04 janvier et après plus de 10 mails + 40 relances téléphoniques il me manque toujours le remboursement de 50 euros sachant que l ouverture du compte ne s est pas faite....ABSOLUMENT AUCUN SENS DE LA RELATION CLIENT .... Après presque 3 mois d attente je considère cela comme un VOL intentionnel de leur part !!!
Dommage que la note de zéro ne soit pas…,2019-03-15T07:25:04Z,1,"Dommage que la note de zéro ne soit pas possible ! Ils retiennent les garanties de paiement demandées à une station service pendant 3 semaines ??? Pas de réponse par tchat ??? Pas de réponses aux réclamations ??? Pas de réponse par téléphone... service clients fermé le vendredi à 08h30 ??? Il y a quelqu'un dans cette prétendue banque ??? Fuyez braves gens et trouvez vous une autre solution. J'aurais essayé mais c'est indiscutable, c'est une arnaque..."
Je viens de resilier orange bank,2019-03-12T07:18:39Z,1,"Je viens de resilier orange bank. L application est inaccessible depuis 15 jours. Bug prise en charge par le service informatique, aucun appel, tchat avec djingo nul en automate. Tchat possible 1 mn d attente mais en realite 10mn , téléphone inaccessible. Il n y a aucun service.Le plus dramatique c est qu il faut une application pour avoir ses comptes, rien sur internet si application ne fonctionne pas. Veritable danger a mes yeux. C est limite de l’escroquerie n y allez pas!!!"
Aucune prise en charge,2019-03-11T10:37:03Z,1,"Aucune prise en charge, ils clôturent vos demandes et les mettent comme traitées alors qu'ils n'ont rien fait. Je me suis retrouvée avec un découvert de 800 euros Alors que jetais a 500km de chez moi à cause d'une erreur de leur part. Documents manquant sur le compte client (manque les relevés de certains mois). Inacceptable, à fuir."
Comme beaucoup de commentaires…,2019-03-07T21:45:04Z,1,"Comme beaucoup de commentaires précédents j'ai une mauvaise expérience avec Orange Bank. Je n'ai jamais reçu de carte, cela fait plusieurs mois (j'ai créer mon compte fin Aout) que ma carte est en cours de création. Peu importe je suis chez orange bank pour Apple Pay... Je viens de mettre 80 euros sur mon compte avec la nouvelle fonctionnalité de paiement par carte ""paiement non abouti"" donc pas crédité sur le compte Orange Bank. Par contre j'ai été débité de mon autre compte. Merci Orange Bank qui me fait disparaitre mon argent. Contact du service client toujours pas de réponse (quand je les avaient contactés pour ma carte ils ont bien pris 2/3 semaines pour me répondre et la solution était de moi dire que j'avais perdu la carte pour qu'ils m'en refassent une...). Je suis étudiant m'enlever 80 euros comme ça je le vis très mal, vraiment pas merci Orange Bank."
je nai jamais vu plus nul !,2019-03-04T09:42:41Z,1,"je nai jamais vu plus nul !! depuis un mois jessaie de les joindre par telephone cela coupe au bout dune attente de 7 mn ou tout simplement on me dit des le depart que tout le monde est ligne, orange bank annule sans prevenir ma carte du jour au lendemain et pas de reponses aux messages...A FUIR ET SANS HESITE UNE HONTE"
Pire banque qui soit,2019-03-02T14:57:31Z,1,"Pire banque qui soit, tu trouve qu'il manque de l'argent sur ton compte et impossoble de les joindre par téléphone et après tu fais un reclamation sur l'appli qu'ils vont traiter dans deux semaines. Tu fais des virement et ils envoient pas au bon destinataire. Une source de stress voila ce que c'est Orange bank"
Très très mauvais,2019-02-25T07:36:17Z,1,"Très très mauvais ! Je tente depuis 6 mois de récupérer des fonds sur un PEE à la rentabilité catastrophique, largement négative. Tout est verrouillé pour vous en empêcher. Actuellement il ne réponde même plus, sur leur site, à mes demande de mots de passe. A part avocat, je ne sais plus quoi faire. Je ne sais pas où il faut aller, toutes ces banques sont des grosses machines à fric, qui attirent le client avec des énormes campagnes de communication mensongères. Et après tu subis leur dictate."
Les délais de réponse aux demandes sur…,2019-02-05T22:00:59Z,2,"Les délais de réponse aux demandes sur l'application sont bientôt aussi longues que les réponses de la CAF, c'est de pire en pire :( ... Ça fait pas honneur à leur slogan 'la banque maintenant'..."
Orange Bank est un service inacceptable…,2019-01-28T09:52:35Z,1,"Orange Bank est un service inacceptable !J'ai ouvert mon compte en septembre. Il se sont trompé dans mon code postal et je n'ai jamais reçu ma carte bleue, je n'ai jamais reçu l'offre de bienvenue parcontre j'ai eu droit de payer les frais bancaires de 5 euros ! Je les ai appelé au moins 30 fois mais n'' ai jamais réussi à les joindre et le pompon c'est lors d'un plein de carburant j'ai été débité 2 fois de la meme somme !!!!!Impossible de les joindre, impossible de se plaindre et impossible de cloturer le compte !!!!!A FUIR !!!!!!!!"
Orange bank est à fuir.,2019-01-25T21:48:17Z,1,"Orange bank est un service à fuir.Tout d'abord ils attirent le clients avec de belles offres mais ne tiennent pas leur engagement. Le service client est INEXISTANT. Ne leur confiez surtout pas d'argent. J'avais l'intention au depart d'y domicilier mon salaire en moins d'un mois ils ont réussi à me convaincre du contraire.Quand on a yn problème, aucune réponse au téléphone le système de hotline raccroche au nez car tous les conseillers sont occu6 aucune réponse au message même après 1 mois.....En fait il n'y a peut-être qu'une seule personne au service client....Ne vous faites pas attraper, le service est INEXISTANT. Ils cherchent simplement à avoir de nouveaux clients, une fois inscrit vous n'existez plus.Cette banque donneen plus une image catastrophique à Orange."
Cette néo banque est encore trop jeune…,2019-01-22T13:40:09Z,1,"Cette néo banque est encore trop jeune pour pouvoir proposer un service de qualité. En effet, bon nombre de points sont négatifs. A commencer par l'ouverture du compte où j'ai dû m'y reprendre à 3 fois car cela n'arrêtait pas de beuguer. L'application est à revoir car elle est lente et non intuitive. Il faut également utiliser sa carte bancaire 3 fois pour ne pas avoir de frais bancaires. C'est pour ces 2 dernières raisons que j'ai décidé de clôturer mon compte. Et ce qui m'a conforté dans mon choix c'est que le service client est absolument déplorable ! En boutique ils disent qu'ils ne peuvent pas s'occuper d'une clôture ou autre, et ils renvoient le pot de pus au service client qui lui est injoignable. Je les ai appelé une trentaine de fois et je n'ai jamais réussi à les avoir, à croire que tout le monde se décide à appeler Orange bank au même moment, ou alors il n'y a qu'un seul conseiller.. Enfin pour la clôture, je pense qu'il doit y avoir un délai mais mon compte a été clôturé au bout de 3 semaines après 3 demandes... Bref c'est honteux ! Les seuls points positifs sont le solde instantané du compte, ainsi que la rapidité des virements, la prime à l'ouverture, et la restitution du solde restant sur mon compte dans un délai relativement court.. Mise à part ça je déconseille fortement car ce n'est pas encore au point.. Je suis déçu de mon expérience Orange bank."
orange bank ne s occupe pas des clients,2019-01-16T18:01:46Z,1,"Tres déçu, orange bank ne rappelle pas , ne s occupe pas de ses client , depuis 5 jours je nai plus acces a mon compte , personne ne vous rappelle , gilles paris , 31300 toulouse sur le tchat impossible de joindre un expert , je multiplierai ce post a des milliers d exemplaires si personne ne s occupe de mon problème de connexion"
OrangeBank c'est pas bien,2019-01-16T09:33:06Z,1,"Bonjour,Toujours la même histoire, aucun expert disponible, aucune réponse à ma problématique de carte défectueuse.Donc je vais fermer mon compte.Je ne vous remercie pas Orange Bank"
depot de cheques,2019-01-15T10:07:31Z,1,Les chèques envoyés à orange Bank pour être crédités sur mon compte sont pris en compte dans des délais inadmissibles
Impossible de joindre un conseiller,2019-01-15T09:05:00Z,1,"Comme Boursorama Banque, Orange Bank est sur le même chemin.Impossible de joindre un conseiller (par chat, vous aurez droit au robot qui ne répond pas à vos questions, et par téléphone, il y a trop d'attentes).Vous envoyez donc une demande en ligne, qui 21 jours plus tard, ne sera toujours pas traitée !J'ai demandé la fermeture de mon compte le 12 décembre, et je n'ai toujours pas eu de réponses !A fuir"
Mon ampli est bloquée depuis 17 jours,2019-01-14T19:47:01Z,1,"Mon ampli est bloquée depuis 17 jours : je ne peux plus suivre mes comptes, faire de virements,… A chaque fois que j'ai réussi à joindre un ""expert"", au bout de 2 h de tentatives, j'ai eu la même réponse : les techniciens s'en occupent et on vous rappelle. J'attends toujours l'appel et la solution des techniciens ! j'ai déposé des chèques et comme ils sont en vérification pendant au moins 10 jours, je ne peux plus utiliser ma CB. Ça n'est pas précisé dans leur contrat ! Cette banque est nulle. J'ai de l'argent sur mon compte et je ne peux pas y accéder. je vais envoyer un recommandé à l'ACPR, organisme dépendant de la Banque de France, chargé de contrôler les abus des banques vis-à-vis de la clientèle. Et copie au siège d'orange. Ils vont peut-être se bouger !!!"
Client depuis le début.,2019-01-11T22:31:54Z,5,Client depuis le début.Gratuit. Marche bien.
Franchement il faut pas confier vos…,2019-01-11T11:52:27Z,1,Franchement il faut pas confier vos économies a cette banque trop compliquée service client qu'on peut pas joindre des cheques qui sont pas encaissable ou qui mettent du temps pour etre encaisse je suis decu je vais cloturer ce compte
J'aurais bien voulu vous en parler .....,2019-01-09T15:41:21Z,1,"Bonjour,J'aurais bien voulu vous raconter mon expérience en tant que client chez Orangebank, mais ça ne va pas être possible. Je n'ai jamais réussi à m'inscrire. Une des pièces justificatives que j'essayais de fournir a été refusée a 5 reprises. Il se trouve qu'il s'agissait de mon avis d'imposition émanant directement du site des impôts, je ne vois pas comment fournir une pièce plus authentique que celle-ci ... Au bout de 3 semaines de tentatives veines de joindre le service client par mail, téléphone, tchat, eh bien ... j'ai abandonné et je me suis tourné vers ""Hello bank"" (BNP je crois). Peut-être que je vous en parlerai d'ici quelques semaines."
Je suis passée de Groupama banque à…,2018-11-28T13:00:01Z,1,"Je suis passée de Groupama banque à Orange bank sans rien demander.J'ai reçu un courrier (qui m'a été facturé 15€) me disant que mon compte était à découvert depuis plus de 30 jours. Après un découvert de quelques jours de quelques euros, mon compte avait été re-crédité de presque 6000 €. Mauvaise foi des personnes qui vous répondent par mail : ""si on vous a envoyé ce courrier, c'est qu'il y avait une raison"". Aucun regard porté sur le compte pour détailler mes propos, agressivité, aucun respect ni empathie,Au final, ils m'ont remboursée sous la dénomination ""geste commercial"". Pourquoi pas plutôt ""erreur de la banque en votre faveur"".Toutes les réponses ""inappropriées""de leur ""conseiller"" ont disparu...BANQUE A FUIR d'ailleurs, n'a rien d'une banque"
Après quelques petits problèmes,2018-11-25T05:58:33Z,4,"Après quelques petits problèmes, plusieurs recherches, j'ai réussi à bien me servir de mon compte je suis depuis peu chez orange bank donc je préfère attendre encore un peu pour dire que je suis complètement satisfaite, mais c'est sur la bonne voie. 👍"
Bonjour j ai ouvert un compte chez…,2018-11-15T14:39:53Z,5,Bonjour j ai ouvert un compte chez Orange c est top un bémol j attend toujours mes 40 euros de cadeau sinon tout est top
